,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,output
156,A11,A34,A45,A62,A75,A93,A103,A121,A143,A152,A173,1,1,-0.9875727016121244,-0.7029526521726955,0.024146916773074168,1.0469866784197936,1.095359860804051,1.0270789116578083,2.3348689263480744,1
753,A14,A34,A43,A61,A74,A92,A101,A123,A143,A152,A173,1,0,0.7547634097761486,0.8860169824841139,0.9184771676276684,-0.7659772668958666,-0.9275465787730462,1.0270789116578083,-0.4282895663715403,1
183,A14,A34,A42,A64,A73,A93,A101,A121,A143,A152,A173,0,0,0.2569530922366421,0.17925689961423252,0.9184771676276684,1.0469866784197936,1.2712647685933636,-0.7049259983890862,-0.4282895663715403,1
101,A12,A32,A43,A61,A74,A93,A101,A123,A143,A151,A173,1,0,1.2525737273156552,-0.3361037626188705,0.9184771676276684,1.0469866784197936,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,1
467,A14,A33,A43,A65,A75,A93,A101,A123,A141,A152,A173,1,0,2.2481943623946683,1.4059854085473615,0.024146916773074168,0.1405047057619635,-0.3118794015104515,1.0270789116578083,2.3348689263480744,1
218,A11,A32,A42,A61,A73,A91,A101,A121,A143,A151,A172,1,0,0.2569530922366421,-0.08870228927725707,-0.8701833340815202,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,1
976,A12,A32,A43,A61,A73,A92,A103,A121,A143,A152,A173,1,0,-1.2364778603818776,-0.892579855951726,-0.8701833340815202,0.1405047057619635,2.502599123118553,-0.7049259983890862,-0.4282895663715403,1
215,A12,A34,A48,A65,A74,A92,A101,A122,A143,A152,A172,1,0,-1.2364778603818776,-0.8291344924443494,-1.7645135849361149,0.1405047057619635,0.3037877757521432,1.0270789116578083,-0.4282895663715403,1
260,A11,A32,A42,A61,A73,A93,A101,A121,A143,A152,A173,1,0,-0.738667542842371,-0.5721630480708969,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,1
478,A12,A32,A49,A62,A74,A93,A101,A121,A143,A152,A172,1,0,-0.738667542842371,-0.7919179384316425,0.024146916773074168,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,1
