,0,1,2,3,4,5,6,7,8,9,10,11,12,13,output
15638,Private,Prof-school,Divorced,Exec-managerial,Not-in-family,White,0,United-States,0.030670557354391757,0.27605956500863593,1.9121379577022175,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
22929,Private,Some-college,Divorced,Tech-support,Unmarried,White,1,United-States,-0.11595461046477587,-0.2220723013105346,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
9592,Private,HS-grad,Separated,Sales,Not-in-family,White,1,United-States,1.0570467320885653,0.22359072358224102,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.6023578069955313,1
3797,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,0,United-States,2.156735490732322,1.4153667371297705,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,-0.8453271041481403,1
21057,Private,HS-grad,Never-married,Sales,Other-relative,Black,1,United-States,-1.3622685369277008,2.889724127416855,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.4403782755604586,1
13495,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,0,United-States,1.9367977390035709,-0.7000427926648499,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,-1.6552247613235038,1
29509,Private,10th,Divorced,Sales,Own-child,White,0,United-States,-0.1892671943743597,-0.7427057021886954,-1.5861584148750223,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
16309,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,0,United-States,-0.04264202655519207,-1.5450772644060953,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
8337,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,0,United-States,2.449985826370657,0.02798369936964624,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-1.6552247613235038,1
1879,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,1,United-States,-0.6291426978318626,1.9830686111401683,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,0.3695193816149048,1
31179,Private,HS-grad,Never-married,Other-service,Own-child,White,0,United-States,-1.288955953018117,-1.312349813918922,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.4403782755604586,1
8548,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,0,United-States,-0.922393033470198,2.1487651744674023,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.3695193816149048,1
16365,Private,12th,Married-civ-spouse,Other-service,Wife,White,1,United-States,1.6435474033652355,-0.6398239490198216,-0.8087592209689691,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
4614,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,0,United-States,0.2506083090831432,1.7397204363411518,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
2921,Private,7th-8th,Never-married,Craft-repair,Other-relative,White,0,United-States,-1.1423307851989493,0.465555646151526,-2.363557608781076,-0.14592048355885345,-0.21665952703259012,-0.35938850984292225,1
7227,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,Black,1,United-States,1.0570467320885653,-0.2141991327974732,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
30658,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,0,United-States,0.2506083090831432,-1.0492097630383346,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
4579,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,1,United-States,0.32392089299272697,-0.7658420168805077,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.1974089784078496,1
17900,Private,HS-grad,Divorced,Other-service,Not-in-family,White,0,United-States,0.9837341481789812,-1.4999605033240273,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.1974089784078496,1
12396,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,0,United-States,-0.2625797782839435,0.7407754682164134,-1.1974588179219956,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
18302,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,0,Mexico,-0.48251753001269504,1.200318387058208,-2.7522572057341024,-0.14592048355885345,-0.21665952703259012,1.58436586737795,1
9658,Private,1st-4th,Married-civ-spouse,Other-service,Husband,Other,0,Dominican-Republic,1.3502970677269004,-0.6438505394145884,-3.1409568026871293,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
15025,Private,11th,Never-married,Handlers-cleaners,Not-in-family,Black,0,United-States,-0.11595461046477587,0.19573619238079626,-1.1974588179219956,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
23286,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,0,Mexico,0.17729572517355938,2.369914993278329,-2.7522572057341024,0.3159505353031849,-0.21665952703259012,-0.03542944697277691,1
22052,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,0,United-States,0.9837341481789812,0.016586079969871388,-0.03136002706291564,-0.14592048355885345,4.1014508947116015,1.58436586737795,1
13930,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,0,United-States,-0.3358923621935273,-0.3034757475972058,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.3695193816149048,1
19011,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,0,United-States,1.9367977390035709,-0.5529348654659272,-2.7522572057341024,0.09740470579766453,-0.21665952703259012,-1.5742349956059674,1
32200,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,0,United-States,-0.9957056173797816,-0.11135527694996196,1.523438360749191,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
8100,?,Some-college,Divorced,?,Unmarried,White,1,United-States,-0.9957056173797816,-1.4585671540658258,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
3881,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,1,United-States,1.7901725711844034,-0.5218401132879877,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-1.2502759327358222,1
19974,Private,Some-college,Never-married,Exec-managerial,Other-relative,White,1,United-States,-0.48251753001269504,0.4364694520057996,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
5168,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,0,United-States,1.4236096516364842,-1.3254054411283067,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
6895,Private,Some-college,Never-married,Sales,Own-child,White,1,United-States,-1.288955953018117,-1.4624042578537801,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-1.2502759327358222,1
4122,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,0,United-States,0.3972334769023108,0.5006296170725288,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
18937,Private,12th,Never-married,Handlers-cleaners,Own-child,White,0,United-States,-1.288955953018117,-0.5037346680070487,-0.8087592209689691,-0.14592048355885345,-0.21665952703259012,-0.6833475727130677,1
25199,Private,Some-college,Never-married,Other-service,Not-in-family,White,0,United-States,-0.04264202655519207,-0.6247881867692459,-0.03136002706291564,-0.14592048355885345,3.2775355728615603,-0.03542944697277691,1
7909,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,1,Vietnam,-0.5558301139222788,1.7931840824533127,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
8958,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,0,United-States,-0.48251753001269504,-1.1254875966107265,-0.4200596240159423,0.4043708740064716,-0.21665952703259012,-0.03542944697277691,1
496,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,0,United-States,-1.3622685369277008,0.6913478868293599,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
26885,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,0,United-States,-0.3358923621935273,0.2689348685924841,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.2885296158973685,1
