,0,1,2,3,4,5,6,7,8,9,10,11,12,13,output
16091,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,1,Iran,0.32392089299272697,-0.03401631837941993,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,0.3695193816149048,1
13404,Self-emp-inc,HS-grad,Never-married,Craft-repair,Own-child,White,0,United-States,-1.0690182012893654,-1.22323426273498,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
20542,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,1,United-States,-0.6291426978318626,0.3659709599411906,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
21488,Private,Some-college,Never-married,Tech-support,Not-in-family,White,1,Canada,-1.3622685369277008,-0.7780354800288952,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-2.4651224184988667,1
10924,Private,Some-college,Never-married,Adm-clerical,Own-child,White,1,United-States,-1.3622685369277008,-1.40548248116729,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,0.4505091473324411,1
6771,Private,HS-grad,Never-married,Craft-repair,Own-child,White,0,United-States,-1.3622685369277008,0.4154080156585848,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
15611,Private,HS-grad,Never-married,Sales,Not-in-family,White,0,United-States,-0.9957056173797816,1.258253917091145,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.3695193816149048,1
6018,Private,Some-college,Never-married,Tech-support,Own-child,White,0,United-States,-1.1423307851989493,3.406690962453193,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
8533,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,0,United-States,-0.3358923621935273,-0.3366453781197426,1.1347387637961643,0.5128313507313302,-0.21665952703259012,1.1794170387902685,0
30489,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,0,United-States,-0.1892671943743597,-0.042192665463381435,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.4403782755604586,1
4038,Private,HS-grad,Separated,Transport-moving,Own-child,White,0,United-States,-0.2625797782839435,-0.19994026563482886,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
22490,Private,HS-grad,Never-married,Sales,Own-child,White,0,United-States,-1.1423307851989493,-0.056745236866585225,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
7189,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,0,United-States,-0.48251753001269504,1.8172204585274847,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
20963,?,HS-grad,Married-civ-spouse,?,Wife,White,1,United-States,-1.0690182012893654,-0.3354421381664829,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-1.2502759327358222,1
3366,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,0,United-States,0.030670557354391757,-1.4807560357235754,-1.1974588179219956,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
11270,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,1,United-States,-0.9957056173797816,-0.6506625829294995,0.7460391668431378,-0.14592048355885345,4.749167457973231,-0.8453271041481403,1
4829,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,1,United-States,0.2506083090831432,0.09861483205902404,0.35733956989011106,-0.14592048355885345,-0.21665952703259012,-0.6833475727130677,1
28638,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,0,United-States,0.030670557354391757,-0.868809039022447,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.12655008446229574,1
9012,Private,Some-college,Never-married,Sales,Other-relative,White,1,United-States,-0.48251753001269504,0.1647930294883069,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
10817,Private,Some-college,Married-civ-spouse,Sales,Husband,White,0,United-States,-0.2625797782839435,-0.3006429228253582,-0.03136002706291564,0.5328714887529021,-0.21665952703259012,2.3942635245533133,0
31563,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,0,United-States,-0.1892671943743597,-0.7814083416301586,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,0
30646,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,0,United-States,0.9837341481789812,0.3921201116813224,0.35733956989011106,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,0
57,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,0,Puerto-Rico,-0.2625797782839435,-1.2641254724851283,0.35733956989011106,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
24751,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,0,United-States,0.030670557354391757,-0.1633409275289849,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
12541,Private,Prof-school,Never-married,Exec-managerial,Not-in-family,White,1,Cuba,0.10398314126397556,0.15356594803466336,1.9121379577022175,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
16397,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,1,United-States,0.6171712286310623,-0.7778080961007201,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.6124886787675138,1
3946,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,0,England,0.030670557354391757,-0.6859165661269743,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,1.7463453988130226,1
71,Private,Bachelors,Separated,Sales,Own-child,Black,1,United-States,-0.5558301139222788,1.1387731371654919,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
17140,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,1,United-States,0.6904838125406461,-0.8591546964053476,-0.03136002706291564,-0.14592048355885345,3.7291999962853777,-0.1974089784078496,1
30385,Private,HS-grad,Divorced,Sales,Unmarried,White,1,United-States,0.6171712286310623,0.16512463105022887,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.3695193816149048,1
30377,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,0,United-States,0.9837341481789812,-0.7157891296909727,-0.4200596240159423,0.3043055902365958,-0.21665952703259012,-0.03542944697277691,1
6127,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,1,United-States,1.4236096516364842,-0.7651788137566637,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
23232,Never-worked,Some-college,Never-married,?,Own-child,Black,0,United-States,-1.3622685369277008,2.5819031346498686,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
10182,Private,Some-college,Married-civ-spouse,Sales,Husband,White,0,?,0.030670557354391757,-0.7354009934960716,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-1.1692861670182857,1
22408,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,0,Mexico,-0.3358923621935273,2.208065008069389,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
23856,Private,HS-grad,Never-married,Craft-repair,Own-child,White,0,United-States,-0.48251753001269504,-1.1088222495415627,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
7853,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Own-child,White,1,United-States,-0.922393033470198,0.12109741795733303,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.4403782755604586,1
28527,Private,10th,Never-married,Sales,Other-relative,White,0,United-States,-0.8490804495606141,-0.5397844949531362,-1.5861584148750223,-0.14592048355885345,4.697052332193559,-0.03542944697277691,1
26705,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,1,United-States,-1.288955953018117,-1.4681646507008814,0.35733956989011106,-0.14592048355885345,-0.21665952703259012,-2.3031428870637938,1
1278,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,0,United-States,0.6171712286310623,1.8603570845683617,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.4403782755604586,1
17014,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,0,United-States,0.6171712286310623,2.0198953331741882,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,0
11775,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,0,United-States,-0.4092049461031112,-1.0466801168373872,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.3695193816149048,1
20206,Private,HS-grad,Divorced,Sales,Unmarried,Black,0,United-States,0.4705460608118946,2.698655307437421,-0.4200596240159423,0.5927210901416505,-0.21665952703259012,-0.03542944697277691,1
988,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,0,United-States,0.3972334769023108,-0.5976158073523263,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
1906,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,1,United-States,0.4705460608118946,1.4202270685945124,1.523438360749191,0.05800146144443874,-0.21665952703259012,0.3695193816149048,1
28220,Private,5th-6th,Widowed,Other-service,Other-relative,White,1,?,2.3033606585514903,0.4480091863606839,-2.7522572057341024,0.17174278535065748,-0.21665952703259012,-0.03542944697277691,1
21728,Private,Bachelors,Never-married,Other-service,Own-child,White,0,United-States,-1.1423307851989493,-1.4357434922752543,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
25203,Private,12th,Never-married,Sales,Own-child,White,1,United-States,-1.5822062886564523,-0.20957565959124694,-0.8087592209689691,-0.14592048355885345,-0.21665952703259012,-2.789081481369013,1
