0,0,Ecoli,0.11334729194641113
0,0,TicTacToe,0.12440156936645508
0,0,BalanceScale,0.15098214149475098
0,0,SoybeanSmall,0.2003951072692871
0,0,HayesRoth,0.12047028541564941
0,0,PBC,0.14858603477478027
0,0,Nursery,0.16579914093017578
0,0,MagicGT,0.13203835487365723
0,0,StudentPerf,0.4332427978515625
0,0,BCW,0.3681008815765381
1,0,Ecoli,0.08821320533752441
0,0,Lenses,0.11941194534301758
0,0,CMSC,0.1507420539855957
0,0,Lymphography,0.21151423454284668
0,0,Wine,0.43756818771362305
0,0,CarEvaluation,0.15745019912719727
1,0,TicTacToe,0.06312751770019531
1,0,HayesRoth,0.053826093673706055
1,0,BalanceScale,0.07022881507873535
1,0,PBC,0.06545257568359375
0,0,Chess,0.16742348670959473
1,0,MagicGT,0.051627159118652344
1,0,Nursery,0.11125040054321289
1,0,BCW,0.07932567596435547
1,0,Lenses,0.050821781158447266
1,0,CMSC,0.0693964958190918
1,0,CarEvaluation,0.05861663818359375
2,0,TicTacToe,0.05501198768615723
2,0,BalanceScale,0.05485820770263672
2,0,PBC,0.0456695556640625
2,0,Ecoli,0.06133389472961426
0,0,StatlogGC,0.718895673751831
1,0,StudentPerf,0.25222039222717285
1,0,Lymphography,0.1401820182800293
2,0,MagicGT,0.13600587844848633
0,0,Adult,0.3366384506225586
2,0,Nursery,0.11810040473937988
3,0,TicTacToe,0.07093572616577148
2,0,CMSC,0.10498738288879395
2,0,BCW,0.13746237754821777
3,0,HayesRoth,0.0736684799194336
3,0,BalanceScale,0.06990265846252441
2,0,CarEvaluation,0.0801846981048584
3,0,Ecoli,0.0663907527923584
1,0,StatlogGC,0.06185555458068848
1,0,Wine,0.5303726196289062
3,0,PBC,0.059918880462646484
2,0,Lymphography,0.07624650001525879
3,0,MagicGT,0.04730939865112305
0,0,DefaultOfCCC,0.2061598300933838
4,0,TicTacToe,0.056783199310302734
1,1,Lenses,0.05687427520751953
2,0,StudentPerf,0.28020238876342773
3,0,Nursery,0.09069299697875977
4,0,Ecoli,0.06283426284790039
4,0,BalanceScale,0.0811762809753418
1,0,Adult,0.11755776405334473
4,0,HayesRoth,0.06009554862976074
2,0,Wine,0.05531048774719238
3,0,CarEvaluation,0.08186841011047363
4,0,PBC,0.05052351951599121
3,0,CMSC,0.09590935707092285
3,0,BCW,0.15946435928344727
3,0,Lymphography,0.08700966835021973
4,0,MagicGT,0.07184696197509766
1,0,DefaultOfCCC,0.04934287071228027
5,0,BalanceScale,0.06590795516967773
5,0,TicTacToe,0.05205202102661133
5,0,Ecoli,0.06486105918884277
5,0,HayesRoth,0.05025601387023926
5,0,PBC,0.05786919593811035
3,0,Wine,0.10190892219543457
4,0,Nursery,0.10241079330444336
4,0,BCW,0.09129905700683594
4,0,CarEvaluation,0.07264900207519531
1,0,SoybeanSmall,1.5851986408233643
2,0,StatlogGC,0.4439420700073242
4,0,Lymphography,0.08587217330932617
4,0,CMSC,0.135040283203125
3,0,StudentPerf,0.24533605575561523
5,0,MagicGT,0.05362510681152344
2,0,Adult,0.3665802478790283
6,0,TicTacToe,0.059587955474853516
2,0,DefaultOfCCC,0.07974505424499512
6,0,BalanceScale,0.0727682113647461
6,0,PBC,0.06435871124267578
6,0,Ecoli,0.15306973457336426
5,0,Nursery,0.10291409492492676
5,0,CarEvaluation,0.05999398231506348
5,0,BCW,0.16625094413757324
5,0,Lymphography,0.07448840141296387
6,0,MagicGT,0.0629739761352539
5,0,CMSC,0.10779190063476562
3,0,StatlogGC,0.1428840160369873
7,0,TicTacToe,0.05527949333190918
7,0,PBC,0.04985451698303223
7,0,HayesRoth,0.05312943458557129
3,0,DefaultOfCCC,0.04648709297180176
7,0,BalanceScale,0.05823922157287598
7,0,Ecoli,0.05466055870056152
4,0,Wine,0.46101999282836914
6,0,CarEvaluation,0.0691995620727539
6,0,Nursery,0.09974050521850586
7,0,MagicGT,0.04823589324951172
6,0,BCW,0.13370108604431152
4,0,StudentPerf,0.3998129367828369
