,0,1,2,3,output
0,-0.9006811702978088,1.0320572244889565,-1.3412724047598314,-1.3129767272601454,0
1,-1.1430169111851105,-0.12495760117130933,-1.3412724047598314,-1.3129767272601454,0
2,-1.3853526520724133,0.3378483290927974,-1.3981381087490836,-1.3129767272601454,0
3,-1.5065205225160652,0.10644536396074403,-1.284406700770579,-1.3129767272601454,0
4,-1.0218490407414595,1.2634601896210098,-1.3412724047598314,-1.3129767272601454,0
5,-0.537177558966854,1.957669085017169,-1.1706752927920745,-1.0500307872213979,0
6,-1.5065205225160652,0.8006542593569032,-1.3412724047598314,-1.1815037572407716,0
7,-1.0218490407414595,0.8006542593569032,-1.284406700770579,-1.3129767272601454,0
8,-1.7488562634033669,-0.3563605663033627,-1.3412724047598314,-1.3129767272601454,0
9,-1.1430169111851105,0.10644536396074403,-1.284406700770579,-1.4444496972795189,0
10,-0.537177558966854,1.494863154753063,-1.284406700770579,-1.3129767272601454,0
11,-1.2641847816287624,0.8006542593569032,-1.2275409967813267,-1.3129767272601454,0
12,-1.2641847816287624,-0.12495760117130933,-1.3412724047598314,-1.4444496972795189,0
13,-1.870024133847019,-0.12495760117130933,-1.5118695167275884,-1.4444496972795189,0
14,-0.05250607719224957,2.1890720501492225,-1.4550038127383362,-1.3129767272601454,0
15,-0.1736739476359004,3.1146839106774356,-1.284406700770579,-1.0500307872213979,0
16,-0.537177558966854,1.957669085017169,-1.3981381087490836,-1.0500307872213979,0
17,-0.9006811702978088,1.0320572244889565,-1.3412724047598314,-1.1815037572407716,0
18,-0.1736739476359004,1.7262661198851155,-1.1706752927920745,-1.1815037572407716,0
19,-0.9006811702978088,1.7262661198851155,-1.284406700770579,-1.1815037572407716,0
20,-0.537177558966854,0.8006542593569032,-1.1706752927920745,-1.3129767272601454,0
21,-0.9006811702978088,1.494863154753063,-1.284406700770579,-1.0500307872213979,0
22,-1.5065205225160652,1.2634601896210098,-1.5687352207168408,-1.3129767272601454,0
23,-0.9006811702978088,0.5692512942248498,-1.1706752927920745,-0.9185578172020242,0
24,-1.2641847816287624,0.8006542593569032,-1.05694388481357,-1.3129767272601454,0
25,-1.0218490407414595,-0.12495760117130933,-1.2275409967813267,-1.3129767272601454,0
26,-1.0218490407414595,0.8006542593569032,-1.2275409967813267,-1.0500307872213979,0
27,-0.7795132998541568,1.0320572244889565,-1.284406700770579,-1.3129767272601454,0
28,-0.7795132998541568,0.8006542593569032,-1.3412724047598314,-1.3129767272601454,0
29,-1.3853526520724133,0.3378483290927974,-1.2275409967813267,-1.3129767272601454,0
30,-1.2641847816287624,0.10644536396074403,-1.2275409967813267,-1.3129767272601454,0
31,-0.537177558966854,0.8006542593569032,-1.284406700770579,-1.0500307872213979,0
32,-0.7795132998541568,2.4204750152812746,-1.284406700770579,-1.4444496972795189,0
33,-0.4160096885232032,2.651877980413329,-1.3412724047598314,-1.3129767272601454,0
34,-1.1430169111851105,0.10644536396074403,-1.284406700770579,-1.4444496972795189,0
35,-1.0218490407414595,0.3378483290927974,-1.4550038127383362,-1.3129767272601454,0
36,-0.4160096885232032,1.0320572244889565,-1.3981381087490836,-1.3129767272601454,0
37,-1.1430169111851105,0.10644536396074403,-1.284406700770579,-1.4444496972795189,0
38,-1.7488562634033669,-0.12495760117130933,-1.3981381087490836,-1.3129767272601454,0
39,-0.9006811702978088,0.8006542593569032,-1.284406700770579,-1.3129767272601454,0
40,-1.0218490407414595,1.0320572244889565,-1.3981381087490836,-1.1815037572407716,0
41,-1.6276883929597161,-1.7447783570956819,-1.3981381087490836,-1.1815037572407716,0
42,-1.7488562634033669,0.3378483290927974,-1.3981381087490836,-1.3129767272601454,0
